season,teamID,teamName,conference,seed,gamesPlayed,gamesWon,winPercentage,tempo,defensiveRebounds,blocks,defensiveEfficiency,steals,totalAssists,threePointAccuracy,freeThrowAccuracy,fieldGoalPercentage,turnoverPercentage,offensiveEfficiency,tournamentWins
2019,1314,North Carolina,American Athletic Conference,1,36,29,0.8055555555555556,76,854,105,91.4,207,540,0.38449612403100775,0.7457044673539519,0.529,0.183,120.1,2
2019,1332,Oregon,Pacific-10 Conference,12,38,25,0.6578947368421053,65.4,611,110,91.7,185,304,0.36764705882352944,0.7270531400966184,0.52,0.209,108.1,2
2019,1397,Tennessee,Southeastern Conference,2,36,31,0.8611111111111112,68.8,762,158,95.2,176,532,0.3684210526315789,0.7676419965576592,0.5529999999999999,0.18,122.8,2
2019,1439,Virginia Tech,Big East Conference,4,35,26,0.7428571428571429,65.1,590,58,93.4,156,399,0.4175084175084175,0.7547619047619047,0.556,0.21600000000000003,117.8,2
2019,1181,Duke,American Athletic Conference,1,38,32,0.8421052631578947,73.6,827,195,89.2,292,476,0.31343283582089554,0.6796267496111975,0.536,0.19399999999999998,118.9,3
2019,1211,Gonzaga,West Coast Conference,1,37,33,0.8918918918918919,72,892,173,89.9,227,564,0.37094281298299847,0.7710843373493976,0.59,0.19,123.4,3
2019,1246,Kentucky,Southeastern Conference,2,37,30,0.8108108108108109,66.9,733,146,89.8,177,370,0.3837471783295711,0.7419871794871795,0.53,0.179,117.5,3
2019,1345,Purdue,Big Ten Conference,3,36,26,0.7222222222222222,67,592,110,94.3,154,348,0.38671209540034074,0.7621247113163973,0.536,0.18600000000000003,122.8,3
2019,1120,Auburn,Southeastern Conference,5,39,30,0.7692307692307693,69.3,549,131,95.2,253,386,0.3910761154855643,0.7184265010351967,0.544,0.24600000000000002,121.3,4
2019,1277,Michigan St,Big Ten Conference,2,39,32,0.8205128205128205,68.6,857,147,91,145,545,0.3780687397708674,0.7711711711711712,0.552,0.149,119.9,4
2019,1403,Texas Tech,Big 12 Conference,3,38,31,0.8157894736842105,67.5,668,133,85.2,189,397,0.38791423001949316,0.7364185110663984,0.535,0.228,115.2,5
2019,1438,Virginia,American Athletic Conference,1,38,35,0.9210526315789473,60.7,774,111,89.9,163,433,0.4230769230769231,0.7494824016563147,0.552,0.175,123,6
